archived_urlkey,archived_timestamp,parsed_archived_timestamp,archived_tweet_url,parsed_archived_tweet_url,original_tweet_url,parsed_tweet_url,available_tweet_text,available_tweet_is_RT,available_tweet_info,archived_mimetype,archived_statuscode,archived_digest,archived_length
"com,twitter)/gcrclassic/status/1523819177412378625",20220515083409,,https://web.archive.org/web/20220515083409/https://twitter.com/GCRClassic/status/1523819177412378625,https://web.archive.org/web/20220515083409/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/GCRClassic/status/1523819177412378625,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,FVC2BV47BWACQQNHTVPL6FUXC4E4H32D,23257
"com,twitter)/gcrclassic/status/1525406088316784640",20220514092218,,https://web.archive.org/web/20220514092218/https://twitter.com/GCRClassic/status/1525406088316784640,https://web.archive.org/web/20220514092218/https://twitter.com/gcrclassic/status/1525406088316784640,https://twitter.com/GCRClassic/status/1525406088316784640,https://twitter.com/gcrclassic/status/1525406088316784640,,,,text/html,200,R2A5ZQKGQL73ISN7UV5FEGMELX7YKCKA,7122
"com,twitter)/gcrclassic/status/1526568050589323264",20220517142019,,https://web.archive.org/web/20220517142019/https://twitter.com/GCRClassic/status/1526568050589323264,https://web.archive.org/web/20220517142019/https://twitter.com/gcrclassic/status/1526568050589323264,https://twitter.com/GCRClassic/status/1526568050589323264,https://twitter.com/gcrclassic/status/1526568050589323264,,,,text/html,200,CUZXAZBB4VMN6SHQV5Z4BG4V6TTQKKCL,5280
"com,twitter)/gcrclassic/status/1523819177412378625?s=09%0a&t=1za83wb9vcyhlzw9-ptjza",20220831034427,,"https://web.archive.org/web/20220831034427/https://twitter.com/GCRClassic/status/1523819177412378625?t=1Za83Wb9VCYhlZw9-PTjzA&s=09
",https://web.archive.org/web/20220831034427/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/GCRClassic/status/1523819177412378625?t=1Za83Wb9VCYhlZw9-PTjzA&s=09%0A,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,ZFEVHHCZE3TXNVTIP74WCCLE5HOG74OV,17375
"com,twitter)/gcrclassic/status/1526568050589323264?s=12&t=hntvezshhpatd7dqwk1hxa",20221229131553,,https://web.archive.org/web/20221229131553/https://twitter.com/gcrclassic/status/1526568050589323264?s=12&t=hnTVezSHhPATD7DQwK1hxA,https://web.archive.org/web/20221229131553/https://twitter.com/gcrclassic/status/1526568050589323264,https://twitter.com/gcrclassic/status/1526568050589323264?s=12&t=hnTVezSHhPATD7DQwK1hxA,https://twitter.com/gcrclassic/status/1526568050589323264,,,,text/html,200,BGLVADDV6PWSWJ25V5GXSXV4NEM4HEQC,20128
"com,twitter)/gcrclassic/status/1526568050589323264",20221229131607,,https://web.archive.org/web/20221229131607/https://twitter.com/gcrclassic/status/1526568050589323264,https://web.archive.org/web/20221229131607/https://twitter.com/gcrclassic/status/1526568050589323264,https://twitter.com/gcrclassic/status/1526568050589323264,https://twitter.com/gcrclassic/status/1526568050589323264,,,,text/html,200,QMS7MQUL6D56A42ZTQ7JJSRXVIHWQ2J4,20100
"com,twitter)/gcrclassic/status/1526568050589323264?t=hntvezshhpatd7dqwk1hxa",20221229131630,,https://web.archive.org/web/20221229131630/https://twitter.com/gcrclassic/status/1526568050589323264?t=hnTVezSHhPATD7DQwK1hxA,https://web.archive.org/web/20221229131630/https://twitter.com/gcrclassic/status/1526568050589323264,https://twitter.com/gcrclassic/status/1526568050589323264?t=hnTVezSHhPATD7DQwK1hxA,https://twitter.com/gcrclassic/status/1526568050589323264,,,,text/html,200,K4SKDBPWG2EBJOMJPYMBRHZXM6ND5Q2W,20120
"com,twitter)/gcrclassic/status/1523819177412378625?s=21",20220902065415,,https://web.archive.org/web/20220902065415/https://twitter.com/gcrclassic/status/1523819177412378625?s=21,https://web.archive.org/web/20220902065415/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/gcrclassic/status/1523819177412378625?s=21,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,X44ECN3OOYJ6RU7XZZGR7ERNA6MJV64Z,17442
"com,twitter)/gcrclassic/status/1523819177412378625",20220730013142,,https://web.archive.org/web/20220730013142/https://twitter.com/GCRClassic/status/1523819177412378625,https://web.archive.org/web/20220730013142/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/GCRClassic/status/1523819177412378625,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,LGQDFCCO7L6AB5STYGEJ56NBJRZTOMEO,78489
"com,twitter)/gcrclassic/status/1528506151003906048",20220522224058,,https://web.archive.org/web/20220522224058/https://twitter.com/GCRClassic/status/1528506151003906048,https://web.archive.org/web/20220522224058/https://twitter.com/gcrclassic/status/1528506151003906048,https://twitter.com/GCRClassic/status/1528506151003906048,https://twitter.com/gcrclassic/status/1528506151003906048,,,,text/html,200,OSTINJAEIAG4AAAEP5IA2FDBR4UOXCUQ,3220
"com,twitter)/gcrclassic/status/1528506977818710016",20220522224434,,https://web.archive.org/web/20220522224434/https://twitter.com/GCRClassic/status/1528506977818710016,https://web.archive.org/web/20220522224434/https://twitter.com/gcrclassic/status/1528506977818710016,https://twitter.com/GCRClassic/status/1528506977818710016,https://twitter.com/gcrclassic/status/1528506977818710016,,,,text/html,200,OB5KC6ZUDBKNAYNF5ZO34AKQGS674JU6,4403
"com,twitter)/gcrclassic/status/1523819177412378625?t=ebk0by0hassxrq0muhag5a",20220823233300,,https://web.archive.org/web/20220823233300/https://twitter.com/GCRClassic/status/1523819177412378625?t=eBk0BY0haSSxrQ0mUhaG5A,https://web.archive.org/web/20220823233300/https://twitter.com/gcrclassic/status/1523819177412378625,https://twitter.com/GCRClassic/status/1523819177412378625?t=eBk0BY0haSSxrQ0mUhaG5A,https://twitter.com/gcrclassic/status/1523819177412378625,,,,text/html,200,MGEX7K6JFYLEJ6HJCTOFU5JVP52D24EM,17176
"com,twitter)/gcrclassic/status/1528514511539404801",20220522231427,,https://web.archive.org/web/20220522231427/https://twitter.com/GCRClassic/status/1528514511539404801,https://web.archive.org/web/20220522231427/https://twitter.com/gcrclassic/status/1528514511539404801,https://twitter.com/GCRClassic/status/1528514511539404801,https://twitter.com/gcrclassic/status/1528514511539404801,,,,text/html,200,34Y6ZOBKU3LNJMR3DQRZDD5FRRICICRD,3827
"com,twitter)/gcrclassic/status/1528514511539404801",20220831014828,,https://web.archive.org/web/20220831014828/https://twitter.com/GCRClassic/status/1528514511539404801,https://web.archive.org/web/20220831014828/https://twitter.com/gcrclassic/status/1528514511539404801,https://twitter.com/GCRClassic/status/1528514511539404801,https://twitter.com/gcrclassic/status/1528514511539404801,,,,text/html,200,6G2XGOGPU3PW3HPCFW5PLQ4YJJG42HPD,17391
